CP0021,38,CLINICAL PATHOLOGY,"STOOL EXAMINATION, PH & REDUCING SUBSTANCES",Blood,MORNING FIRST SAMPLE
CP0022,88,CLINICAL PATHOLOGY,STOOL FOR REDUCING SUBSTANCES,Blood,#REF!
CP0023,39,CLINICAL PATHOLOGY,STOOL HANGING DROP,Blood,SAMPLE AFTER 2HR OF MEAL 
CP0123,854,CLINICAL PATHOLOGY,STOOL OCCULT BLOOD,Blood,MORNING FIRST SAMPLE
CP0024,40,CLINICAL PATHOLOGY,STOOL PH,Blood,MORNING FIRST SAMPLE
PR118,853,CLINICAL PATHOLOGY,STOOL ROUTINE EXAMINATION,Blood,No special prepration required
CP109,1997,CLINICAL PATHOLOGY,URINE ALBUMIN,Blood,MORNING FIRST SAMPLE
Z048,1858,CLINICAL PATHOLOGY,URINE ALBUMIN SUGAR,Blood,No special prepration required
Z047,1377,CLINICAL PATHOLOGY,URINE DIP STICK,Blood,No special prepration required
CP0029,564,CLINICAL PATHOLOGY,URINE FOR CALCIUM OXALATE,Blood,MORNING FIRST SAMPLE
CP0030,158,CLINICAL PATHOLOGY,URINE FOR CHYLE,Blood,No special prepration required
CP108,1963,CLINICAL PATHOLOGY,URINE FOR DYSMORPHIC RBC,Blood,No special prepration required
CP112,2096,CLINICAL PATHOLOGY,URINE FOR FAT GLOBULES,Blood,No special prepration required
SE0055,1336,CLINICAL PATHOLOGY,URINE FOR NITRITES,Blood,No special prepration required
CP104,1469,CLINICAL PATHOLOGY,URINE FOR REDUCING SUBSTANCES,Blood,No special prepration required
CP0036,12,CLINICAL PATHOLOGY,URINE GLUCOSE (RANDOM),Blood,No special prepration required
Z145,1450,CLINICAL PATHOLOGY,URINE GLUCOSE 1 HOUR,Blood,SAMPLE AFTER 1HR OF 75GM GLUCOSE INTAKE
CP0031,11,CLINICAL PATHOLOGY,URINE GLUCOSE(FASTING),Blood,Fasting (12hrs fasting Mandatory)
CP0032,2,CLINICAL PATHOLOGY,URINE GLUCOSE(POST PRANDIAL),Blood,SAMPLE AFTER 2HR OF MEAL
BI106,1066,CLINICAL PATHOLOGY,URINE KETONES (RANDOM),Blood,No special prepration required
CP0033,22,CLINICAL PATHOLOGY,URINE PH,Blood,MORNING FIRST SAMPLE
CP0034,58,CLINICAL PATHOLOGY,URINE PREGNANCY TEST(CARD METHOD),Blood,MORNING FIRST SAMPLE
CP0035,59,CLINICAL PATHOLOGY,URINE SPECIFIC GRAVITY,Blood,No special prepration required
CP110,2019,CLINICAL PATHOLOGY,URINE SUGAR AND KETONE,Blood,No special prepration required
CP0025,24,CLINICAL PATHOLOGY,URINE UROBILINOGEN,Blood,No special prepration required
CP0027,124,CLINICAL PATHOLOGY,URINE- BENCE JONES PROTEINS,Blood,No special prepration required
PR117,851,CLINICAL PATHOLOGY,URINE- BILE PIGMENT AND BILE SALT,Blood,No special prepration required
CP0037,23,CLINICAL PATHOLOGY,VOMITUS FOR OCCULT BLOOD,Blood,RANDOM
CG0003,160,COAGULATION,ACTIVATED PARTIAL THROMBOPLASTIN TIME (APTT),Blood,No special prepration required
OS0037,670,COAGULATION,ANTI THROMBIN III,Blood,No special prepration required
Z084,1376,COAGULATION,BLEEDING TIME (BT),Blood,No special prepration required
CG0004,115,COAGULATION,BLEEDING TIME (BT) AND CLOTTING TIME (CT),Blood,No special prepration required
Z085,1379,COAGULATION,CLOTTING TIME,Blood,No special prepration required
OS0059,271,COAGULATION,FIBRINOGEN,Blood,No special prepration required
PR046,900,COAGULATION,LUPUS ANTICOAGULANT BY DRVVT ,Blood,No special prepration required
OS0497,681,COAGULATION,MIXING STUDY (APTT),Blood,No special prepration required
OS0564,669,COAGULATION,PROTEIN C,Blood,No special prepration required
OS0567,682,COAGULATION,PROTEIN S,Blood,No special prepration required
CG0001,125,COAGULATION,PROTHROMBIN TIME (PT/INR),Blood,No special prepration required
OS0760,230,COAGULATION,THROMBIN TIME,Blood,No special prepration required
CG0014,692,CYTOGENETICS,"CHROMOSOME ANALYSIS, BLOOD",Blood,No special prepration required
CG0015,736,CYTOGENETICS,"CHROMOSOME ANALYSIS, BONE MARROW",Blood,No special prepration required
CG020,737,CYTOGENETICS,"CHROMOSOME ANALYSIS, CORD BLOOD",Blood,No special prepration required
CG019,1810,CYTOGENETICS,FISH FOR TRISOMY 21-AF,Blood,No special prepration required
OS842,1805,CYTOGENETICS,"FISH, NEONATAL - 2 PROBES(13,21)",Blood,No special prepration required
OS0331,831,CYTOGENETICS,"FISH, NEONATAL SCREEN (TRISOMY 21, 18, 13, X,Y)",Blood,No special prepration required
OS0335,820,CYTOGENETICS,"FISH, PRENATAL ANEUPLOIDY DETECTION- 5 PROBES (TRISOMY 13, 18, 21, X, Y)",Blood,No special prepration required
CG017,765,CYTOGENETICS,"FISH, PRENATAL ANEUPLOIDY DETECTION-AMNIOTIC FLUID (2 PROBES- TRISOMY 13 & 21)",Blood,No special prepration required
CG018,782,CYTOGENETICS,"FISH, PRENATAL ANEUPLOIDY DETECTION-AMNIOTIC FLUID (3 PROBES- TRISOMY 18, X, Y)",Blood,No special prepration required
CG021,2085,CYTOGENETICS,"HIGH RESOLUTION CHROMOSOME ANALYSIS,PERIPHERAL BLOOD",Blood,No special prepration required
CG016,1735,CYTOGENETICS,MOLECULAR KARYOTYPING POC,Blood,No special prepration required
CG0005,60,CYTOLOGY,CELL COUNT- BODY FLUID,Blood,No special prepration required
CG0013,184,CYTOLOGY,CSF - ROUTINE AND MICROSCOPY,Blood,No special prepration required
CY005,1852,CYTOLOGY,CYTOLOGY FOR MALIGNANT CELLS,Blood,No special prepration required
CG0002,255,CYTOLOGY,FLUID FOR CYTOLOGY/MALIGNANT CELLS,Blood,No special prepration required
CG0010,444,CYTOLOGY,FNAC/FNAB,Blood,No special prepration required
CG0012,491,CYTOLOGY,LBC PAP TEST- PAPSURE,Blood,"No special prepration required,Avoid smear during menstrual cycle"
CY0004,183,CYTOLOGY,PAP SMEAR - CONVENTIONAL,Blood,"No special prepration required,Avoid smear during menstrual cycle"
CG005,445,CYTOLOGY,REVIEW OF SLIDES (SECOND OPINION),Blood,No special prepration required
CG0008,163,CYTOLOGY,SYNOVIAL FLUID FOR CRYSTALS,Blood,No special prepration required
CG0007,90,CYTOLOGY,URINE FOR CYTOLOGY,Blood,No special prepration required
CG0009,256,CYTOLOGY,VAGINAL SMEAR,Blood,No special prepration required
PK117,1689,FAMILY PACKAGE,FERTILITY CHECK-COUPLE (2 ADULTS),Blood,No special preparation required
PK118,1690,FAMILY PACKAGE,FERTILITY CHECK-FAMLIY (2 ADULTS + 2 CHILD),Blood,No special preparation required
PK111,1461,FAMILY PACKAGE,MASTER CHECK - COUPLE WITH VITAMIN B12,Blood,No special preparation required
PK112,1462,FAMILY PACKAGE,MASTER CHECK - COUPLE WITH VITAMIN D,Blood,No special preparation required
PK115,1484,FAMILY PACKAGE,"MASTER CHECK - FAMILY WITH 3 ( 2 ADULTS , 1 KID) (WITH VITAMIN B12)",Blood,No special preparation required
PK116,1486,FAMILY PACKAGE,"MASTER CHECK - FAMILY WITH 3 ( 2 ADULTS , 1 KID) (WITH VITAMIN D)",Blood,No special preparation required
PK114,1464,FAMILY PACKAGE,"MASTER CHECK - FAMILY WITH 4 ( 2 ADULTS , 2 KIDS ) (WITH VITAMIN B12)",Blood,No special preparation required
PK113,1463,FAMILY PACKAGE,"MASTER CHECK - FAMILY WITH 4 ( 2 ADULTS , 2 KIDS ) (WITH VITAMIN D)",Blood,No special preparation required
FC0002,565,FLOW CYTOMETRY,CD4 COUNT,Blood,No special prepration required
FC0003,566,FLOW CYTOMETRY,CD8 COUNT,Blood,No special prepration required
FC0004,696,FLOW CYTOMETRY,HLA B-27(Flow Cytometry),Blood,No special prepration required
PR035,907,FLOW CYTOMETRY,"IMMUNE DEFICIENCY PANEL - I, (CD4, CD8)",Blood,No special prepration required
PR034,912,FLOW CYTOMETRY,"IMMUNE DEFICIENCY PANEL - II, (CD3, CD4, CD8)",Blood,No special prepration required
HE114,1840,HAEMATOLOGY,20 MINUTE WHOLE BLOOD CLOTTING TEST (20WBCT),Blood,No special preparation required
PR003,890,HAEMATOLOGY,ABNORMAL HB STUDIES (HB ELECTROPHORESIS),Blood,No special preparation required
HE0005,61,HAEMATOLOGY,ABSOLUTE EOSINOPHIL COUNT,Blood,No special prepration required
HE0006,49,HAEMATOLOGY,ABSOLUTE LYMPHOCYTE COUNT (ALC),Blood,No special prepration required
HE0024,129,HAEMATOLOGY,ABSOLUTE MONOCYTE COUNT,Blood,No special preparation required
HE0007,62,HAEMATOLOGY,ABSOLUTE NEUTROPHIL COUNT,Blood,No special preparation required
HE124,2083,HAEMATOLOGY,BAND CELL COUNT,Blood,No special preparation required
HE0008,25,HAEMATOLOGY,BLOOD GROUP ABO AND RH FACTOR,Blood,No special preparation required
HE0027,185,HAEMATOLOGY,BONE MARROW SMEAR/SLIDE FOR OPINION,Blood,No special preparation required
HE0033,64,HAEMATOLOGY,CLOT RETRACTION TIME,Blood,No special preparation required
PR038,867,HAEMATOLOGY,COMPLETE BLOOD COUNT (CBC),Blood,No special preparation required
HE0001,108,HAEMATOLOGY,COOMBS TEST (DIRECT),Blood,No special prepration required
HE0002,109,HAEMATOLOGY,COOMBS TEST (INDIRECT),Blood,No special prepration required
OS0020,480,HAEMATOLOGY,D-DIMER,Blood,No special preparation required
HE0009,15,HAEMATOLOGY,DIFFERENTIAL LEUCOCYTIC COUNT (DLC),Blood,No special preparation required
HE0010,26,HAEMATOLOGY,ERYTHROCYTE SEDIMENTATION RATE (ESR),Blood,No special prepration required
HE111,1337,HAEMATOLOGY,"FETAL HEMOGLOBIN, QUANTITATIVE",Blood,No special preparation required
OS0006,167,HAEMATOLOGY,FILARIA ANTIBODY,Blood,No special preparation required
HE118,2037,HAEMATOLOGY,HB ESR,Blood,No special preparation required
HE119,2038,HAEMATOLOGY,HB TC,Blood,No special preparation required
HE120,2039,HAEMATOLOGY,HB TC DC ESR MP,Blood,No special preparation required
HE121,2040,HAEMATOLOGY,HB TC DC MP,Blood,No special preparation required
HE0011,27,HAEMATOLOGY,HEMOGLOBIN,Blood,No special prepration required
PR067,857,HAEMATOLOGY,"HEMOGLOBIN, TOTAL AND DIFFERENTIAL LEUCOCYTE COUNTS (HB, TLC & DLC)",Blood,No special preparation required
PR039,868,HAEMATOLOGY,HEMOGRAM,Blood,No special preparation required
Z155,1913,HAEMATOLOGY,HEMOGRAM WITHOUT PERIPHERAL SMEAR,Blood,No special preparation required
HE123,2082,HAEMATOLOGY,IMMATURE NEUTROPHIL (I/T) RATIO,Blood,No special preparation required
HE112,1499,HAEMATOLOGY,MALARIA PARASITE  BY QBC METHOD,Blood,No special preparation required
HE0012,231,HAEMATOLOGY,MALARIAL ANTIGEN ( VIVAX AND FALCIPARUM),Blood,No special prepration required
HE0021,126,HAEMATOLOGY,MCH,Blood,No special prepration required
HE0022,127,HAEMATOLOGY,MCHC,Blood,No special prepration required
HE0023,128,HAEMATOLOGY,MCV,Blood,No special prepration required
HE113,1357,HAEMATOLOGY,MEAN PLATELET VOLUME,Blood,No special preparation required
HE100,198,HAEMATOLOGY,NASAL SMEAR FOR EOSINOPHILS,Blood,No special preparation required
HE0013,63,HAEMATOLOGY,PCV,Blood,No special prepration required
HE0014,41,HAEMATOLOGY,PERIPHERAL SMEAR,Blood,No special preparation required
HE0015,28,HAEMATOLOGY,PERIPHERAL SMEAR FOR MALARIAL PARASITE (MP),Blood,No special preparation required
HE101,68,HAEMATOLOGY,PERIPHERAL SMEAR FOR MICROFILARIA ( MF ),Blood,No special preparation required
HE0016,33,HAEMATOLOGY,PLATELET COUNT,Blood,No special prepration required
HE0025,146,HAEMATOLOGY,R.D.W,Blood,No special prepration required
HE0026,13,HAEMATOLOGY,RBC COUNT,Blood,No special prepration required
PR088,855,HAEMATOLOGY,"RBC INDICES (MCV, MCH & MCHC)",Blood,No special preparation required
HE0003,116,HAEMATOLOGY,RETICULOCYTE COUNT,Blood,No special prepration required
HE0018,93,HAEMATOLOGY,RH ANTIBODY TITRE,Blood,No special preparation required
HE0004,91,HAEMATOLOGY,SICKLING TEST,Blood,No special preparation required
HE102,42,HAEMATOLOGY,SPUTUM FOR EOSINOPHILS,Blood,No special preparation required
HE117,2028,HAEMATOLOGY,TC DC ESR MP,Blood,No special preparation required
HE116,2026,HAEMATOLOGY,"TLC,DLC,ESR",Blood,No special preparation required
HE115,2025,HAEMATOLOGY,"TLC,DLC,MALARIA PARASITE",Blood,No special preparation required
HE0017,29,HAEMATOLOGY,TOTAL LEUCOCYTE COUNT (TLC),Blood,No special prepration required
PR107,858,HAEMATOLOGY,TOTAL LEUCOCYTE COUNTS AND DIFFERENTIAL LEUCOCYTE COUNTS(TLC & DLC),Blood,No special preparation required
HE122,2055,HAEMATOLOGY,"TOTAL RED CELL COUNT WITH MCV, MCH, MCHC, RDW",Blood,No special preparation required
HE0034,92,HAEMATOLOGY,URINE FOR EOSINOPHIL COUNT,Blood,No special preparation required
HE110,130,HAEMATOLOGY,WET MOUNT FOR MICROFILARIA,Blood,No special preparation required
HP0001,199,HISTOPATHOLOGY,BONE MARROW BIOPSY FOR OPINION,Blood,No test prepration required
HS003,497,HISTOPATHOLOGY,HISTOPATHOLOGY EXAMINATION ( LARGE SPECIMEN ),Blood,No test prepration required
HS002,241,HISTOPATHOLOGY,HISTOPATHOLOGY EXAMINATION ( SMALL SPECIMEN ),Blood,No test prepration required
HS015,2015,HISTOPATHOLOGY,HISTOPATHOLOGY EXAMINATION (EXTRA LARGE SPECIMEN ),Blood,No test prepration required
HS004,171,HISTOPATHOLOGY,HISTOPATHOLOGY EXAMINATION (MEDIUM SPECIMEN ),Blood,No test prepration required
HS006,1823,HISTOPATHOLOGY,HISTOPATHOLOGY EXAMINATION – 2 SMALL SPECIMENS,Blood,No test prepration required
HS012,1829,HISTOPATHOLOGY,HISTOPATHOLOGY EXAMINATION- 1 MEDIUM & 1 LARGE SPECIMEN,Blood,No test prepration required
HS008,1825,HISTOPATHOLOGY,HISTOPATHOLOGY EXAMINATION- 1 SMALL & 1 LARGE SPECIMEN,Blood,No test prepration required
HS007,1824,HISTOPATHOLOGY,HISTOPATHOLOGY EXAMINATION- 1 SMALL & 1 MEDIUM SPECIMEN,Blood,No test prepration required
HS009,1826,HISTOPATHOLOGY,"HISTOPATHOLOGY EXAMINATION- 1 SMALL, 1 MEDIUM & 1 LARGE SPECIMEN",Blood,No test prepration required
HS014,1831,HISTOPATHOLOGY,HISTOPATHOLOGY EXAMINATION- 2 LARGE SPECIMENS,Blood,No test prepration required
HS013,1830,HISTOPATHOLOGY,HISTOPATHOLOGY EXAMINATION- 2 MEDIUM & 1 LARGE SPECIMEN,Blood,No test prepration required
HS011,1828,HISTOPATHOLOGY,HISTOPATHOLOGY EXAMINATION- 2 MEDIUM SPECIMENS,Blood,No test prepration required
HS010,1827,HISTOPATHOLOGY,HISTOPATHOLOGY EXAMINATION- 2 SMALL & 1 LARGE SPECIMEN,Blood,No test prepration required
OS835,1726,HISTOPATHOLOGY,IHC – MELAN A,Blood,No test prepration required
HS005,1728,HISTOPATHOLOGY,SLIDE AND BLOCK FOR SECOND OPINION,Blood,No test prepration required
HP002,1383,HISTOPATHOLOGY,SLIDE AND BLOCK ISSUE,Blood,No test prepration required
IF003,1806,IMMUNOFLUOROMETRY,FIRST TRIMESTER QUAD (PLGF + PAPP A + FREE BETA HCG +NT ),Blood,No special prepration required
Z137,1016,IMMUNOFLUOROMETRY,INHIBIN-A,Blood,No special prepration required
IF004,2042,IMMUNOFLUOROMETRY,MATERNAL SCREENING FIRST TRIMESTER- DUAL/DOUBLE MARKER WITH AFP,Blood,No special prepration required
PR045,924,IMMUNOFLUOROMETRY,"MATERNAL SCREENING FIRST TRIMESTER- DUAL/DOUBLE MARKER, FMF APPROVED",Blood,No special prepration required
PR098,936,IMMUNOFLUOROMETRY,MATERNAL SCREENING SECOND TRIMESTER- QUADRUPLE MARKER,Blood,No special prepration required
PR050,933,IMMUNOFLUOROMETRY,MATERNAL SCREENING SECOND TRIMESTER- TRIPLE MARKER,Blood,No special prepration required
Z158,2024,IMMUNOFLUOROMETRY,MATERNAL SERUM SCREENING- SEQUENTIAL TEST,Blood,No special prepration required
IF001,1733,IMMUNOFLUOROMETRY,PLACENTAL GROWTH FACTOR (PLGF),Blood,No special prepration required
IF002,1734,IMMUNOFLUOROMETRY,"PRE-ECLAMPSIA SCREENING, FIRST TRIMESTER",Blood,No special prepration required
Z147,1012,IMMUNOFLUOROMETRY,PREGNANCY ASSOCIATED PLASMA PROTEIN - A (PAPP -A ),Blood,No special prepration required
Z136,1015,IMMUNOFLUOROMETRY,UNCONJUGATED E3 (UE3),Blood,No special prepration required
OS0088,483,IMMUNOLOGY,17-ALPHA-HYDROXYPROGESTERONE (17-OHP),Blood,FIRST MORNING SAMPLE IS PREFFERED
IM0030,280,IMMUNOLOGY,ALPHA FETOPROTEIN (AFP)- CSF,Blood,No special prerpration required
IM0019,279,IMMUNOLOGY,ALPHA FETOPROTEIN (AFP)- SERUM,Blood,No special prerpration required
IM0031,609,IMMUNOLOGY,ANTI MULLERIAN HORMONE (AMH),Blood,No special prerpration required
IM0020,479,IMMUNOLOGY,ANTI THYROGLOBULIN ANTIBODY,Blood,No special prepration is required
OS0677,1270,IMMUNOLOGY,BETA-2 MICROGLOBULIN-SERUM,Blood,Overnight fasting is preffered
OS0587,602,IMMUNOLOGY,BNP - B- TYPE NATRIURETIC PEPTIDE,Blood,No special prepration required
IM0033,471,IMMUNOLOGY,C - PEPTIDE (FASTING),Blood,Fasting (12hrs fasting Mandatory)
IM0034,439,IMMUNOLOGY,C - PEPTIDE (PP),Blood,SAMPLE AFTER 2HR OF MEAL 
IM0026,300,IMMUNOLOGY,CA -125,Blood,No special prepration is required
OS0042,482,IMMUNOLOGY,CA 19-9,Blood,No special prepration is required
IM0027,261,IMMUNOLOGY,CARCINO EMBRYONIC ANTIGEN (CEA)-SERUM,Blood,No special prepration is required
IM048,1986,IMMUNOLOGY,"CEA, CARCINO EMBRYONIC ANTIGEN-FLUID",Blood,No special prepration is required
IM0028,203,IMMUNOLOGY,"CORTISOL, SERUM (EVENING SAMPLE 4 PM)",Blood,"No special prepration is required,Evening sample required"
IM0029,204,IMMUNOLOGY,"CORTISOL, SERUM (MORNING SAMPLE 8 AM)",Blood,"Overnight fasting is preffered,early morning sample"
IM0043,1198,IMMUNOLOGY,"CORTISOL, SERUM (RANDOM)",Blood,No special prepration is required
IM0036,202,IMMUNOLOGY,CORTISOL- SPOT URINE,Blood,No special prepration is required
IM0037,308,IMMUNOLOGY,DEHYDROEPIANDROSTERONE SULPHATE - (DHEAS),Blood,No special prepration is required
IM0001,200,IMMUNOLOGY,ESTRADIOL (E2),Blood,No special prepration is required
IM0002,232,IMMUNOLOGY,FERRITIN,Blood,No special prepration is required
IM0021,299,IMMUNOLOGY,"FOLIC ACID, SERUM",Blood,No special prepration is required
IM0003,164,IMMUNOLOGY,FOLLICLE STIMULATING HORMONE (FSH),Blood,No special prepration is required
OS0664,1035,IMMUNOLOGY,FREE ANDROGEN INDEX (FAI),Blood,No special prepration is required
Z157,2115,IMMUNOLOGY,FREE PROSTATIC SPECIFIC ANTIGEN (FPSA)- EQAS,Blood,No special prepration is required
IM045,292,IMMUNOLOGY,FREE PROSTATIC SPECIFIC ANTIGEN (FPSA)- SERUM,Blood,No special prepration is required
PR055,879,IMMUNOLOGY,FREE T3 & FREE T4,Blood,No special prepration is required
IM0004,147,IMMUNOLOGY,FREE T3 (FT3),Blood,No special prepration is required
IM0005,148,IMMUNOLOGY,FREE T4 (FT4),Blood,No special prepration is required
IM053,2102,IMMUNOLOGY,FREE T4 (FT4) AND TSH,Blood,No special prepration is required
PR057,891,IMMUNOLOGY,"FSH & LH, SERUM",Blood,No special prepration is required
PR058,906,IMMUNOLOGY,"FSH,LH & PROLACTIN, SERUM",Blood,No special prepration is required
OS0014,539,IMMUNOLOGY,HIGH SENSITIVE (HS) TROPONIN I QUANTITATIVE,Blood,No special prepration is required
IM0022,296,IMMUNOLOGY,HOMOCYSTEINE - SERUM / PLASMA,Blood,No special prepration is required
IM0023,260,IMMUNOLOGY,IGE (TOTAL),Blood,No special prepration is required
IM0006,548,IMMUNOLOGY,INHIBIN A,Blood,No special prepration is required
IM0039,259,IMMUNOLOGY,INSULIN (FASTING),Blood,Fasting (12hrs fasting Mandatory)
IM0007,257,IMMUNOLOGY,INSULIN (PP),Blood,SAMPLE AFTER 2HR OF MEAL 
IM0038,438,IMMUNOLOGY,INSULIN - RANDOM,Blood,No special prepration is required
IM0008,186,IMMUNOLOGY,LUTEINIZING HORMONE (LH),Blood,No special prepration is required
IM046,1665,IMMUNOLOGY,NICOTINE,Blood,No special prepration is required
IM0040,492,IMMUNOLOGY,PARATHYROID HORMONE [PTH],Blood,No special prepration is required
IM0009,201,IMMUNOLOGY,PROGESTERONE,Blood,No special prepration is required
IM0010,233,IMMUNOLOGY,PROLACTIN,Blood,No special prepration is required
IM0011,234,IMMUNOLOGY,PROSTATIC SPECIFIC ANTIGEN (PSA TOTAL),Blood,No special prepration is required
OS0417,631,IMMUNOLOGY,SEX HORMONE BINDING GLOBULIN (SHBG),Blood,No special prepration is required
IM0012,448,IMMUNOLOGY,"TESTOSTERONE, TOTAL",Blood,No special prepration is required
PR023,908,IMMUNOLOGY,THYROID PEROXIDASE ANTIBODIES (ANTI MICROSOMAL ANTIBODIES),Blood,No special prepration is required
PR105,885,IMMUNOLOGY,"THYROID PROFILE (TOTAL T3, TOTAL T4, TSH)",Blood,No special prepration is required
PR056,897,IMMUNOLOGY,"THYROID PROFILE- FREE (FT3, FT4, TSH)",Blood,No special prepration is required
IM0016,131,IMMUNOLOGY,"THYROID STIMULATING HORMONE (TSH), SERUM",Blood,No special prepration required
Z156,2114,IMMUNOLOGY,"THYROID STIMULATING HORMONE (TSH), SERUM - EQAS",Blood,NOT APPLICABLE
IM0017,75,IMMUNOLOGY,"THYROXINE (T4, TOTAL), SERUM",Blood,No special prepration required
IM051,2035,IMMUNOLOGY,"THYROXINE (T4, TOTAL), THYROID STIMULATING HORMONE (TSH), SERUM",Blood,No special prepration is required
IM049,1988,IMMUNOLOGY,TOTAL BETA HCG (TB-HCG)-CSF,Blood,No special prepration is required
IM0032,258,IMMUNOLOGY,TOTAL BETA- HCG (TB-HCG),Blood,No special prepration is required
IM0018,76,IMMUNOLOGY,"TRI IODOTHYRONINE (T3, TOTAL), SERUM",Blood,No special prepration required
IM050,2034,IMMUNOLOGY,"TRI IODOTHYRONINE (T3, TOTAL), THYROID STIMULATING HORMONE (TSH), SERUM",Blood,No special prepration is required
IM052,2036,IMMUNOLOGY,"TRI IODOTHYRONINE (T3, TOTAL), THYROXINE (T4, TOTAL), SERUM",Blood,No special prepration is required
OS0015,540,IMMUNOLOGY,"TROPONIN T, QUANTITATIVE",Blood,No special prepration is required
IM0044,1335,IMMUNOLOGY,ULTRASENSITIVE TSH,Blood,No special prepration is required
IM0025,309,IMMUNOLOGY,URINARY CORTISOL (24HRS URINE),Blood,No special prepration is required
IM0014,307,IMMUNOLOGY,VITAMIN B12,Blood,No special prepration is required
IM0015,683,IMMUNOLOGY,"VITAMIN D (1,25 DIHYDROXY CHOLECALCIFEROL)",Blood,No special prepration is required
IM0041,478,IMMUNOLOGY,VITAMIN D - 25 HYDROXY (D2+D3),Blood,No special prepration is required
MI0008,165,MICROBIOLOGY,ACID FAST STAIN /AFB,Blood,No special prepration required
Z133,1041,MICROBIOLOGY,AFB 1ST DAY SAMPLE,Blood,No special prepration required
Z134,1042,MICROBIOLOGY,AFB 2ND DAY SAMPLE,Blood,No special prepration required
Z135,1043,MICROBIOLOGY,AFB 3RD DAY SAMPLE,Blood,No special prepration required
MI0010,94,MICROBIOLOGY,ALBERT STAIN (DIPTHERIA BACILLI),Blood,No special prepration required
MI0002,262,MICROBIOLOGY,CULTURE - ANAEROBIC,Blood,No special prepration required
MI0004,270,MICROBIOLOGY,CULTURE - ANAEROBIC (BLOOD),Blood,No special prepration required
MI0001,610,MICROBIOLOGY,CULTURE AND SENSITIVITY - AEROBIC,Blood,No special prepration required
MI0003,235,MICROBIOLOGY,CULTURE AND SENSITIVITY - AEROBIC (BLOOD),Blood,No special prepration required
MI0013,1010,MICROBIOLOGY,CULTURE AND SENSITIVITY - AEROBIC (CONVENTIONAL),Blood,No special prepration required
MI0012,989,MICROBIOLOGY,CULTURE AND SENSITIVITY URINE,Blood,Early morning sample is preffered
OS0353,361,MICROBIOLOGY,CULTURE FUNGUS (WITHOUT SENSITIVITY),Blood,No special prepration required
MI0005,166,MICROBIOLOGY,"CULTURE, AEROBIC, OT SWABS",Blood,No special prepration required
MI0007,133,MICROBIOLOGY,FUNGAL WET MOUNT/KOH MOUNT,Blood,No special prepration required
MI0011,132,MICROBIOLOGY,GIEMSA STAIN,Blood,No special prepration required
MI0006,95,MICROBIOLOGY,GRAM STAIN,Blood,No special prepration required
MI100,117,MICROBIOLOGY,INDIA-INK PREPARATION,Blood,No special prepration required
PR065,948,MICROBIOLOGY,MYCOBACTERIAL AFB DETECTION AND DRUG RESISTANCE - 1ST LINE - HAINS,Blood,No special prepration required
OS0695,1288,MICROBIOLOGY,SMEAR FOR GONOCOCCI,Blood,No special prepration required
OS0187,755,MOLECULAR BIOLOGY,BK VIRUS (BK POLYOMA VIRUS) DNA - QUALITATIVE,Blood,No special prepration required
OS0449,803,MOLECULAR BIOLOGY,"BK VIRUS, PCR, QUANTITATIVE",Blood,No special prepration required
OS0264,707,MOLECULAR BIOLOGY,CMV PCR QUALITATIVE,Blood,No special prepration required
ML014,801,MOLECULAR BIOLOGY,CMV QUANTITATIVE (VIRAL LOAD) - REAL TIME PCR,Blood,No special prepration required
OS0319,769,MOLECULAR BIOLOGY,FACTOR V LEIDEN MUTATION PCR,Blood,No special prepration required
ML0003,745,MOLECULAR BIOLOGY,HBV DNA QUALITATIVE,Blood,No special prepration required
ML010,1519,MOLECULAR BIOLOGY,"HBV DNA QUALITATIVE, REFLEX TO QUANTITATIVE (VIRAL LOAD)- REAL TIME PCR",Blood,No special prepration required
ML0004,797,MOLECULAR BIOLOGY,HBV QUANTITATIVE (VIRAL LOAD) - REAL TIME PCR,Blood,No special prepration required
ML0005,808,MOLECULAR BIOLOGY,HCV QUANTITATIVE (VIRAL LOAD) - REAL TIME PCR,Blood,No special prepration required
ML0006,703,MOLECULAR BIOLOGY,HCV RNA QUALITATIVE,Blood,No special prepration required
ML011,1520,MOLECULAR BIOLOGY,"HCV RNA QUALITATIVE, REFLEX TO QUANTITATIVE (VIRAL LOAD)- REAL TIME PCR",Blood,No special prepration required
ML013,709,MOLECULAR BIOLOGY,HERPES SIMPLEX VIRUS (HSV) TYPE 1 & 2 DNA PCR - QUALITATIVE,Blood,No special prepration required
ML0001,773,MOLECULAR BIOLOGY,HIV QUANTITATIVE (VIRAL LOAD) - REAL TIME PCR,Blood,No special prepration required
ML0007,1153,MOLECULAR BIOLOGY,HIV-1 RNA PCR QUALITATIVE,Blood,No special prepration required
FC0001,697,MOLECULAR BIOLOGY,HLA B27 - PCR,Blood,No special prepration required
ML008,1457,MOLECULAR BIOLOGY,HPV DNA GENOTYPE-16/18,Blood,No special prepration required
Z055,1865,MOLECULAR BIOLOGY,HPV DNA HR & LR (HIGH AND LOW RISK)- HYBRID CAPTURE 2,Blood,No special prepration required
Z053,1863,MOLECULAR BIOLOGY,HPV DNA HR (HIGH RISK) TEST- HYBRID CAPTURE 2,Blood,No special prepration required
Z054,1864,MOLECULAR BIOLOGY,HPV DNA LR (LOW RISK) TEST- HYBRID CAPTURE 2,Blood,No special prepration required
